"","X.","Name","Symbol","Market.Cap","Price","Circulating.Supply","Volume..24h.","X..1h","X..24h","X..7d","url","done"
"17",17,"USDT
Tether","USDT","$2,255,884,459","$0.995035","2,267,140,814
*","$3,882,000,000","-0.11%","-0.24%","-0.29%","https://coinmarketcap.com/currencies/tether/historical-data/?start=20000101&end=21000101",TRUE
"18",18,"QTUM
Qtum","QTUM","$2,022,600,986","$22.84","88,573,824
*","$232,955,000","1.48%","2.34%","3.23%","https://coinmarketcap.com/currencies/qtum/historical-data/?start=20000101&end=21000101",TRUE
"19",19,"OMG
OmiseGO","OMG","$1,792,703,958","$17.57","102,042,552
*","$55,765,700","0.89%","-1.31%","-3.27%","https://coinmarketcap.com/currencies/omisego/historical-data/?start=20000101&end=21000101",TRUE
"20",20,"ICX
ICON","ICX","$1,704,224,526","$4.40","387,231,348
*","$44,846,800","-0.76%","-2.07%","-8.40%","https://coinmarketcap.com/currencies/icon/historical-data/?start=20000101&end=21000101",TRUE
"21",21,"BNB
Binance Coin","BNB","$1,653,005,692","$14.49","114,041,290
*","$72,535,600","0.96%","0.86%","-4.84%","https://coinmarketcap.com/currencies/binance-coin/historical-data/?start=20000101&end=21000101",TRUE
"22",22,"LSK
Lisk","LSK","$1,437,594,948","$13.62","105,584,399
*","$24,835,500","0.50%","-1.73%","13.24%","https://coinmarketcap.com/currencies/lisk/historical-data/?start=20000101&end=21000101",TRUE
"23",23,"BTG
Bitcoin Gold","BTG","$1,410,572,904","$83.04","16,986,361","$81,508,700","3.62%","10.26%","6.25%","https://coinmarketcap.com/currencies/bitcoin-gold/historical-data/?start=20000101&end=21000101",TRUE
"24",24,"BCN
Bytecoin","BCN","$1,334,905,812","$0.007260","183,875,122,983","$6,450,450","0.80%","7.36%","26.15%","https://coinmarketcap.com/currencies/bytecoin-bcn/historical-data/?start=20000101&end=21000101",TRUE
"25",25,"NANO
Nano","NANO","$1,203,072,154","$9.03","133,248,289
*","$36,586,100","0.05%","-2.83%","18.84%","https://coinmarketcap.com/currencies/nano/historical-data/?start=20000101&end=21000101",TRUE
"26",26,"ZEC
Zcash","ZEC","$1,187,388,620","$308.15","3,853,256","$61,731,100","0.58%","3.37%","3.53%","https://coinmarketcap.com/currencies/zcash/historical-data/?start=20000101&end=21000101",TRUE
"27",27,"XVG
Verge","XVG","$1,180,429,705","$0.078896","14,961,901,664","$57,084,600","-0.25%","-0.62%","9.18%","https://coinmarketcap.com/currencies/verge/historical-data/?start=20000101&end=21000101",TRUE
"28",28,"ZIL
Zilliqa","ZIL","$1,088,063,084","$0.149328","7,286,396,952
*","$54,951,000","0.72%","10.26%","37.62%","https://coinmarketcap.com/currencies/zilliqa/historical-data/?start=20000101&end=21000101",TRUE
"29",29,"AE
Aeternity","AE","$1,078,045,912","$4.63","233,020,472
*","$38,675,200","0.92%","-4.67%","-0.38%","https://coinmarketcap.com/currencies/aeternity/historical-data/?start=20000101&end=21000101",TRUE
"30",30,"ONT
Ontology","ONT","$1,037,009,998","$9.21","112,620,058
*","$130,968,000","2.25%","-6.55%","23.06%","https://coinmarketcap.com/currencies/ontology/historical-data/?start=20000101&end=21000101",TRUE
"31",31,"STEEM
Steem","STEEM","$962,711,362","$3.79","254,257,747
*","$19,048,300","-0.52%","-3.44%","-12.03%","https://coinmarketcap.com/currencies/steem/historical-data/?start=20000101&end=21000101",TRUE
"32",32,"SC
Siacoin","SC","$940,800,149","$0.027477","34,239,925,049","$20,186,000","-0.42%","-1.48%","-8.19%","https://coinmarketcap.com/currencies/siacoin/historical-data/?start=20000101&end=21000101",TRUE
"33",33,"WAN
Wanchain","WAN","$918,670,209","$8.65","106,152,493
*","$27,454,300","0.42%","-4.68%","0.16%","https://coinmarketcap.com/currencies/wanchain/historical-data/?start=20000101&end=21000101",TRUE
"34",34,"BTS
BitShares","BTS","$918,602,759","$0.350359","2,621,890,000
*","$22,540,700","0.01%","-1.22%","23.16%","https://coinmarketcap.com/currencies/bitshares/historical-data/?start=20000101&end=21000101",TRUE
"35",35,"BCD
Bitcoin Diamond","BCD","$877,097,983","$5.71","153,473,500","$21,583,700","-1.07%","0.63%","-4.48%","https://coinmarketcap.com/currencies/bitcoin-diamond/historical-data/?start=20000101&end=21000101",TRUE
"36",36,"BTM
Bytom","BTM","$853,592,145","$0.864835","987,000,000
*","$87,856,000","-1.48%","-6.33%","-15.88%","https://coinmarketcap.com/currencies/bytom/historical-data/?start=20000101&end=21000101",TRUE
"37",37,"ZRX
0x","ZRX","$842,598,067","$1.60","527,009,168
*","$39,275,700","-2.99%","-6.19%","32.93%","https://coinmarketcap.com/currencies/0x/historical-data/?start=20000101&end=21000101",TRUE
"38",38,"STRAT
Stratis","STRAT","$816,006,126","$8.26","98,844,057
*","$31,899,700","0.17%","2.59%","25.50%","https://coinmarketcap.com/currencies/stratis/historical-data/?start=20000101&end=21000101",TRUE
"39",39,"PPT
Populous","PPT","$784,603,783","$21.20","37,004,027
*","$10,266,400","0.90%","0.43%","-11.88%","https://coinmarketcap.com/currencies/populous/historical-data/?start=20000101&end=21000101",TRUE
"40",40,"WAVES
Waves","WAVES","$734,628,000","$7.35","100,000,000
*","$34,780,200","0.27%","-4.54%","7.73%","https://coinmarketcap.com/currencies/waves/historical-data/?start=20000101&end=21000101",TRUE
"41",41,"RHOC
RChain","RHOC","$732,887,534","$2.04","360,105,903
*","$1,056,570","1.37%","7.36%","31.21%","https://coinmarketcap.com/currencies/rchain/historical-data/?start=20000101&end=21000101",TRUE
"42",42,"MKR
Maker","MKR","$702,405,663","$1136.16","618,228
*","$1,487,980","-2.03%","-1.61%","6.52%","https://coinmarketcap.com/currencies/maker/historical-data/?start=20000101&end=21000101",TRUE
"43",43,"BTCP
Bitcoin Private","BTCP","$693,400,433","$33.95","20,425,129","$1,530,100","6.64%","-7.68%","-7.41%","https://coinmarketcap.com/currencies/bitcoin-private/historical-data/?start=20000101&end=21000101",TRUE
"44",44,"GNT
Golem","GNT","$652,880,093","$0.782584","834,262,000
*","$34,037,600","-0.97%","-1.63%","29.68%","https://coinmarketcap.com/currencies/golem-network-tokens/historical-data/?start=20000101&end=21000101",TRUE
"45",45,"DCR
Decred","DCR","$626,836,001","$87.72","7,145,743","$6,838,120","0.18%","-3.04%","0.32%","https://coinmarketcap.com/currencies/decred/historical-data/?start=20000101&end=21000101",TRUE
"46",46,"SNT
Status","SNT","$606,789,797","$0.174843","3,470,483,788
*","$58,449,900","-0.70%","2.20%","3.23%","https://coinmarketcap.com/currencies/status/historical-data/?start=20000101&end=21000101",TRUE
"47",47,"DOGE
Dogecoin","DOGE","$597,705,854","$0.005229","114,309,018,319","$31,410,600","0.49%","-0.98%","-4.29%","https://coinmarketcap.com/currencies/dogecoin/historical-data/?start=20000101&end=21000101",TRUE
"48",48,"HSR
Hshare","HSR","$566,249,261","$13.18","42,948,429","$83,897,200","-0.19%","-2.71%","-0.33%","https://coinmarketcap.com/currencies/hshare/historical-data/?start=20000101&end=21000101",TRUE
"49",49,"IOST
IOStoken","IOST","$558,833,520","$0.066528","8,400,000,000
*","$52,839,400","-0.69%","-1.76%","15.67%","https://coinmarketcap.com/currencies/iostoken/historical-data/?start=20000101&end=21000101",TRUE
"50",50,"LRC
Loopring","LRC","$533,104,932","$0.931881","572,074,043
*","$29,936,600","-0.38%","1.91%","7.47%","https://coinmarketcap.com/currencies/loopring/historical-data/?start=20000101&end=21000101",TRUE
"51",51,"WTC
Waltonchain","WTC","$522,778,624","$16.79","31,144,099

*","$6,680,420","0.06%","-4.82%","1.58%","https://coinmarketcap.com/currencies/waltonchain/historical-data/?start=20000101&end=21000101",TRUE
"52",52,"DGD
DigixDAO","DGD","$521,706,000","$260.85","2,000,000
*","$3,965,450","0.47%","-1.07%","-5.94%","https://coinmarketcap.com/currencies/digixdao/historical-data/?start=20000101&end=21000101",TRUE
"53",53,"DGB
DigiByte","DGB","$489,454,927","$0.047931","10,211,614,298","$7,024,900","-1.25%","-3.16%","8.34%","https://coinmarketcap.com/currencies/digibyte/historical-data/?start=20000101&end=21000101",TRUE
"54",54,"REP
Augur","REP","$484,965,800","$44.09","11,000,000
*","$2,358,320","0.37%","2.26%","5.40%","https://coinmarketcap.com/currencies/augur/historical-data/?start=20000101&end=21000101",TRUE
"55",55,"AION
Aion","AION","$484,282,190","$3.64","133,073,439
*","$7,226,630","-0.44%","-0.99%","-6.15%","https://coinmarketcap.com/currencies/aion/historical-data/?start=20000101&end=21000101",TRUE
"56",56,"XIN
Mixin","XIN","$459,017,047","$1091.27","420,626
*","$371,444","-4.73%","-3.67%","-26.98%","https://coinmarketcap.com/currencies/mixin/historical-data/?start=20000101&end=21000101",TRUE
"57",57,"BAT
Basic Attenti...","BAT","$452,832,000","$0.452832","1,000,000,000
*","$10,459,000","0.48%","-6.25%","0.82%","https://coinmarketcap.com/currencies/basic-attention-token/historical-data/?start=20000101&end=21000101",TRUE
"58",58,"ELF
 aelf","ELF","$442,097,500","$1.77","250,000,000
*","$73,440,700","-2.40%","1.49%","17.18%","https://coinmarketcap.com/currencies/aelf/historical-data/?start=20000101&end=21000101",TRUE
"59",59,"KMD
Komodo","KMD","$430,217,714","$4.13","104,059,336","$4,182,220","-0.39%","-3.29%","4.24%","https://coinmarketcap.com/currencies/komodo/historical-data/?start=20000101&end=21000101",TRUE
"60",60,"ARDR
Ardor","ARDR","$425,826,532","$0.426253","998,999,495
*","$2,879,260","0.55%","-1.17%","5.89%","https://coinmarketcap.com/currencies/ardor/historical-data/?start=20000101&end=21000101",TRUE
"61",61,"MITH
Mithril","MITH","$404,944,625","$1.33","305,054,522
*","$116,283,000","0.05%","0.67%","9.72%","https://coinmarketcap.com/currencies/mithril/historical-data/?start=20000101&end=21000101",TRUE
"62",62,"WICC
WaykiChain","WICC","$402,617,010","$2.81","143,400,000
*","$39,808,100","3.89%","23.06%","105.31%","https://coinmarketcap.com/currencies/waykichain/historical-data/?start=20000101&end=21000101",TRUE
"63",63,"NAS
Nebulas","NAS","$380,815,600","$10.73","35,500,000
*","$44,847,900","-0.32%","-2.75%","13.97%","https://coinmarketcap.com/currencies/nebulas-token/historical-data/?start=20000101&end=21000101",TRUE
"64",64,"ARK
Ark","ARK","$370,535,354","$3.62","102,356,136
*","$2,277,050","0.25%","-0.17%","-5.19%","https://coinmarketcap.com/currencies/ark/historical-data/?start=20000101&end=21000101",TRUE
"65",65,"LOOM
Loom Network","LOOM","$355,676,169","$0.614984","578,350,281
*","$44,918,000","1.67%","-4.05%","80.94%","https://coinmarketcap.com/currencies/loom-network/historical-data/?start=20000101&end=21000101",TRUE
"66",66,"KCS
KuCoin Shares","KCS","$353,798,862","$4.67","75,730,576
*","$971,243","0.15%","-0.48%","4.44%","https://coinmarketcap.com/currencies/kucoin-shares/historical-data/?start=20000101&end=21000101",TRUE
"67",67,"PIVX
PIVX","PIVX","$328,091,193","$5.84","56,132,517
*","$5,458,550","0.09%","-0.12%","4.96%","https://coinmarketcap.com/currencies/pivx/historical-data/?start=20000101&end=21000101",TRUE
"68",68,"KNC
Kyber Network","KNC","$327,478,273","$2.44","134,132,697
*","$22,793,900","-0.74%","-2.10%","-11.25%","https://coinmarketcap.com/currencies/kyber-network/historical-data/?start=20000101&end=21000101",TRUE
"69",69,"GAS
Gas","GAS","$325,980,740","$32.18","10,128,375
*","$3,675,600","1.39%","-3.05%","15.07%","https://coinmarketcap.com/currencies/gas/historical-data/?start=20000101&end=21000101",TRUE
"70",70,"ELA
Elastos","ELA","$322,508,362","$62.88","5,129,268","$32,985,800","6.32%","27.78%","36.29%","https://coinmarketcap.com/currencies/elastos/historical-data/?start=20000101&end=21000101",TRUE
"71",71,"MONA
MonaCoin","MONA","$306,428,193","$5.17","59,256,575","$2,447,810","0.11%","0.37%","-5.11%","https://coinmarketcap.com/currencies/monacoin/historical-data/?start=20000101&end=21000101",TRUE
"72",72,"RDD
ReddCoin","RDD","$299,115,107","$0.010383","28,808,713,174
*","$18,071,500","-0.89%","-4.21%","17.46%","https://coinmarketcap.com/currencies/reddcoin/historical-data/?start=20000101&end=21000101",TRUE
"73",73,"NPXS
Pundi X","NPXS","$298,556,944","$0.004859","61,438,169,970
*","$4,210,560","0.67%","4.37%","4.60%","https://coinmarketcap.com/currencies/pundi-x/historical-data/?start=20000101&end=21000101",TRUE
"74",74,"SUB
Substratum","SUB","$295,462,399","$0.771400","383,021,000
*","$10,395,000","0.17%","-5.07%","-2.42%","https://coinmarketcap.com/currencies/substratum/historical-data/?start=20000101&end=21000101",TRUE
"75",75,"CTXC
Cortex","CTXC","$294,532,416","$1.97","149,792,458
*","$124,698,000","1.98%","-5.18%","12.66%","https://coinmarketcap.com/currencies/cortex/historical-data/?start=20000101&end=21000101",TRUE
"76",76,"QASH
QASH","QASH","$284,811,450","$0.813747","350,000,000
*","$4,533,270","-0.04%","-0.80%","7.02%","https://coinmarketcap.com/currencies/qash/historical-data/?start=20000101&end=21000101",TRUE
"77",77,"SYS
Syscoin","SYS","$284,336,585","$0.533227","533,237,411","$5,159,270","0.21%","-2.41%","-8.50%","https://coinmarketcap.com/currencies/syscoin/historical-data/?start=20000101&end=21000101",TRUE
"78",78,"BNT
Bancor","BNT","$281,086,838","$5.46","51,510,729
*","$15,528,300","0.71%","5.10%","13.21%","https://coinmarketcap.com/currencies/bancor/historical-data/?start=20000101&end=21000101",TRUE
"79",79,"CNX
Cryptonex","CNX","$279,395,768","$6.17","45,254,486","$1,937,180","2.17%","3.39%","-2.53%","https://coinmarketcap.com/currencies/cryptonex/historical-data/?start=20000101&end=21000101",TRUE
"80",80,"CENNZ
Centrality","CENNZ","$274,770,646","$0.395424","694,875,996
*","$305,851","2.13%","0.06%","-15.71%","https://coinmarketcap.com/currencies/centrality/historical-data/?start=20000101&end=21000101",TRUE
"81",81,"GXS
GXChain","GXS","$263,586,600","$4.39","60,000,000
*","$16,644,300","1.15%","0.92%","7.78%","https://coinmarketcap.com/currencies/gxchain/historical-data/?start=20000101&end=21000101",TRUE
"82",82,"FSN
Fusion","FSN","$261,970,753","$8.83","29,684,331
*","$5,935,510","-17.71%","4.92%","44.75%","https://coinmarketcap.com/currencies/fusion/historical-data/?start=20000101&end=21000101",TRUE
"83",83,"ETHOS
Ethos","ETHOS","$259,372,194","$3.39","76,496,756
*","$7,088,030","-0.63%","-1.31%","-5.47%","https://coinmarketcap.com/currencies/ethos/historical-data/?start=20000101&end=21000101",TRUE
"84",84,"DRGN
Dragonchain","DRGN","$257,350,258","$1.08","238,421,940
*","$5,119,650","0.49%","-2.24%","-9.19%","https://coinmarketcap.com/currencies/dragonchain/historical-data/?start=20000101&end=21000101",TRUE
"85",85,"STORM
Storm","STORM","$256,868,725","$0.062778","4,091,706,234
*","$33,137,600","-1.14%","-1.09%","-7.99%","https://coinmarketcap.com/currencies/storm/historical-data/?start=20000101&end=21000101",TRUE
"86",86,"FUN
FunFair","FUN","$251,179,314","$0.051697","4,858,654,389
*","$4,755,270","0.56%","1.15%","10.46%","https://coinmarketcap.com/currencies/funfair/historical-data/?start=20000101&end=21000101",TRUE
"87",87,"VERI
Veritaseum","VERI","$251,100,053","$123.29","2,036,645
*","$906,940","1.11%","-0.51%","16.27%","https://coinmarketcap.com/currencies/veritaseum/historical-data/?start=20000101&end=21000101",TRUE
"88",88,"DCN
Dentacoin","DCN","$246,935,461","$0.000759","325,226,613,094
*","$435,375","0.50%","-0.63%","-11.74%","https://coinmarketcap.com/currencies/dentacoin/historical-data/?start=20000101&end=21000101",TRUE
"89",89,"WAX
WAX","WAX","$243,289,578","$0.391246","621,832,756
*","$5,077,710","0.28%","-0.39%","10.25%","https://coinmarketcap.com/currencies/wax/historical-data/?start=20000101&end=21000101",TRUE
"90",90,"NXT
Nxt","NXT","$238,924,822","$0.239164","998,999,942
*","$5,700,750","-0.06%","-3.32%","12.39%","https://coinmarketcap.com/currencies/nxt/historical-data/?start=20000101&end=21000101",TRUE
"91",91,"SALT
SALT","SALT","$233,918,188","$3.99","58,587,495
*","$10,729,100","-2.46%","-2.55%","-1.78%","https://coinmarketcap.com/currencies/salt/historical-data/?start=20000101&end=21000101",TRUE
"92",92,"FCT
Factom","FCT","$233,161,035","$26.66","8,745,102
*","$2,626,320","1.77%","-3.73%","-8.71%","https://coinmarketcap.com/currencies/factom/historical-data/?start=20000101&end=21000101",TRUE
"93",93,"POLY
Polymath","POLY","$226,962,964","$0.945680","239,999,750
*","$17,650,400","0.25%","4.75%","82.56%","https://coinmarketcap.com/currencies/polymath-network/historical-data/?start=20000101&end=21000101",TRUE
"94",94,"SOC
All Sports","SOC","$224,943,601","$0.303668","740,755,038
*","$97,280,500","4.15%","81.09%","297.88%","https://coinmarketcap.com/currencies/all-sports/historical-data/?start=20000101&end=21000101",TRUE
"95",95,"CMT
CyberMiles","CMT","$224,740,806","$0.354548","633,879,774
*","$93,438,200","-3.37%","26.01%","67.08%","https://coinmarketcap.com/currencies/cybermiles/historical-data/?start=20000101&end=21000101",TRUE
"96",96,"XZC
ZCoin","XZC","$220,021,867","$46.96","4,685,184","$3,053,970","0.77%","2.66%","1.74%","https://coinmarketcap.com/currencies/zcoin/historical-data/?start=20000101&end=21000101",TRUE
"97",97,"BFT
BnkToTheFuture","BFT","$216,690,135","$0.343958","629,990,099
*","$1,323,200","-1.31%","16.53%","17.38%","https://coinmarketcap.com/currencies/bnktothefuture/historical-data/?start=20000101&end=21000101",TRUE
"98",98,"ETN
Electroneum","ETN","$215,559,564","$0.031230","6,902,301,429","$2,220,480","0.55%","-3.69%","22.66%","https://coinmarketcap.com/currencies/electroneum/historical-data/?start=20000101&end=21000101",TRUE
"99",99,"ENG
Enigma","ENG","$212,914,894","$2.85","74,836,171
*","$9,153,280","-0.26%","-2.94%","11.51%","https://coinmarketcap.com/currencies/enigma-project/historical-data/?start=20000101&end=21000101",TRUE
"100",100,"GTO
Gifto","GTO","$211,466,277","$0.492126","429,699,461
*","$33,644,100","-2.60%","-5.35%","-13.81%","https://coinmarketcap.com/currencies/gifto/historical-data/?start=20000101&end=21000101",TRUE
"101",101,"ACT
Achain","ACT","$209,883,582","$0.438097","479,080,163
*","$79,209,900","0.88%","19.65%","28.19%","https://coinmarketcap.com/currencies/achain/historical-data/?start=20000101&end=21000101",TRUE
"102",102,"MAN
Matrix AI Net...","MAN","$205,453,500","$1.37","150,000,000
*","$2,299,620","-0.09%","-2.41%","40.42%","https://coinmarketcap.com/currencies/matrix-ai-network/historical-data/?start=20000101&end=21000101",TRUE
"103",103,"POWR
Power Ledger","POWR","$204,263,009","$0.553165","369,262,352
*","$9,943,990","-0.39%","-1.98%","-0.76%","https://coinmarketcap.com/currencies/power-ledger/historical-data/?start=20000101&end=21000101",TRUE
"104",104,"LINK
ChainLink","LINK","$201,192,950","$0.574837","350,000,000
*","$9,081,220","0.63%","-1.16%","17.03%","https://coinmarketcap.com/currencies/chainlink/historical-data/?start=20000101&end=21000101",TRUE
"105",105,"NCASH
Nucleus Vision","NCASH","$196,737,287","$0.047764","4,118,936,344
*","$28,930,800","-0.15%","3.55%","8.68%","https://coinmarketcap.com/currencies/nucleus-vision/historical-data/?start=20000101&end=21000101",TRUE
"106",106,"REQ
Request Network","REQ","$196,499,058","$0.296396","662,961,235
*","$4,086,750","0.97%","1.73%","10.42%","https://coinmarketcap.com/currencies/request-network/historical-data/?start=20000101&end=21000101",TRUE
"107",107,"NEBL
Neblio","NEBL","$190,706,516","$14.59","13,068,535
*","$12,044,300","-1.14%","-2.78%","4.00%","https://coinmarketcap.com/currencies/neblio/historical-data/?start=20000101&end=21000101",TRUE
"108",108,"MCO
Monaco","MCO","$187,627,555","$11.88","15,793,831
*","$26,812,600","0.46%","3.20%","-3.16%","https://coinmarketcap.com/currencies/monaco/historical-data/?start=20000101&end=21000101",TRUE
"109",109,"R
Revain","R","$187,212,581","$1.00","186,450,000
*","$1,963,290","1.08%","1.98%","4.44%","https://coinmarketcap.com/currencies/revain/historical-data/?start=20000101&end=21000101",TRUE
"110",110,"DBC
DeepBrain Chain","DBC","$183,828,000","$0.122552","1,500,000,000
*","$4,952,560","1.19%","-1.11%","17.37%","https://coinmarketcap.com/currencies/deepbrain-chain/historical-data/?start=20000101&end=21000101",TRUE
"111",111,"MANA
Decentraland","MANA","$183,406,164","$0.174649","1,050,141,509
*","$11,091,700","0.14%","-2.17%","15.32%","https://coinmarketcap.com/currencies/decentraland/historical-data/?start=20000101&end=21000101",TRUE
"112",112,"KIN
Kin","KIN","$183,355,171","$0.000243","756,097,560,976
*","$618,881","-0.52%","-0.40%","-6.92%","https://coinmarketcap.com/currencies/kin/historical-data/?start=20000101&end=21000101",TRUE
"113",113,"GBYTE
Byteball Bytes","GBYTE","$176,781,859","$273.68","645,946
*","$185,007","1.31%","1.81%","2.09%","https://coinmarketcap.com/currencies/byteball/historical-data/?start=20000101&end=21000101",TRUE
"114",114,"TNB
Time New Bank","TNB","$175,736,363","$0.074412","2,361,679,677
*","$22,978,500","1.49%","14.77%","45.80%","https://coinmarketcap.com/currencies/time-new-bank/historical-data/?start=20000101&end=21000101",TRUE
